name,ngram,score_1,score_2,score_3
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,REALISATION INSTALLATIONS INFORMATIQUES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,REALISATION INDUSTRIELLES INFORMATIQUES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,INSTALLATIONS INDUSTRIELLES INFORMATIQUES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,ETUDE REALISATION INSTALLATIONS INDUSTRIELLES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,ETUDE REALISATION INSTALLATIONS INFORMATIQUES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,ETUDE REALISATION INDUSTRIELLES INFORMATIQUES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,ETUDE INSTALLATIONS INDUSTRIELLES INFORMATIQUES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,REALISATION INSTALLATIONS INDUSTRIELLES INFORMATIQUES,-1,0,0
ETUDE ET REALISATION D'INSTALLATIONS INDUSTRIELLES ET INFORMATIQUES,ETUDE REALISATION INSTALLATIONS INDUSTRIELLES INFORMATIQUES,-1,0,0
BPIFRANCE INVESTISSEMENT,BPIFRANCE,3,1,133
BPIFRANCE INVESTISSEMENT,INVESTISSEMENT,14,1,2173
BPIFRANCE INVESTISSEMENT,BPIFRANCE INVESTISSEMENT,-1,0,2
ASMODEE GROUP,ASMODEE,1,3,4
ASMODEE GROUP,GROUP,123,3,7351
ASMODEE GROUP,ASMODEE GROUP,-1,1,1
MILIBOO,MILIBOO,1,6,11
STELIA AEROSPACE,STELIA,1,1,3
STELIA AEROSPACE,AEROSPACE,3,1,41
STELIA AEROSPACE,STELIA AEROSPACE,-1,1,1
SPIE BATIGNOLLES,SPIE,9,2,107
SPIE BATIGNOLLES,BATIGNOLLES,1,2,5
SPIE BATIGNOLLES,SPIE BATIGNOLLES,-1,2,5
SAGARA FINANCIERE,SAGARA,1,1,0
SAGARA FINANCIERE,FINANCIERE,17,1,1618
SAGARA FINANCIERE,SAGARA FINANCIERE,-1,1,0
APRODIA SERVICE,APRODIA,1,1,0
APRODIA SERVICE,SERVICE,44,1,2793
APRODIA SERVICE,APRODIA SERVICE,-1,0,0
HAUSSMANN GROUP,HAUSSMANN,1,1,7
HAUSSMANN GROUP,GROUP,123,1,7353
HAUSSMANN GROUP,HAUSSMANN GROUP,-1,0,0
LAVOIR MODERNE HOLDING,LAVOIR,1,1,0
LAVOIR MODERNE HOLDING,MODERNE,1,1,44
LAVOIR MODERNE HOLDING,HOLDING,39,0,272
LAVOIR MODERNE HOLDING,LAVOIR MODERNE,-1,1,0
LAVOIR MODERNE HOLDING,LAVOIR HOLDING,-1,0,0
LAVOIR MODERNE HOLDING,MODERNE HOLDING,-1,0,0
LAVOIR MODERNE HOLDING,LAVOIR MODERNE HOLDING,-1,0,0
SOFINORD,SOFINORD,1,0,0
ISYBOT,ISYBOT,1,1,0
MICROECONOMIE APPLIQUEE,MICROECONOMIE,1,0,0
MICROECONOMIE APPLIQUEE,APPLIQUEE,1,0,45
MICROECONOMIE APPLIQUEE,MICROECONOMIE APPLIQUEE,-1,0,0
KPMG,KPMG,1,2,16
I-RAISER GROUP,RAISER,1,1,1
I-RAISER GROUP,GROUP,123,1,7353
I-RAISER GROUP,RAISER GROUP,-1,0,0
REMPLAFRANCE,REMPLAFRANCE,1,1,0
VENTE-UNIQUE.COM,VENTE,3,8,2312
VENTE-UNIQUE.COM,COM,77,8,11409
VENTE-UNIQUE.COM,VENTE COM,-1,0,6
TUPPERWARE FRANCE,TUPPERWARE,1,1,0
TUPPERWARE FRANCE,FRANCE,265,1,2877
TUPPERWARE FRANCE,TUPPERWARE FRANCE,-1,0,0
PSA RETAIL FRANCE SAS,PSA,4,3,113
PSA RETAIL FRANCE SAS,RETAIL,5,3,163
PSA RETAIL FRANCE SAS,FRANCE,265,2,2876
PSA RETAIL FRANCE SAS,SAS,96,1,168
PSA RETAIL FRANCE SAS,PSA RETAIL,-1,3,4
PSA RETAIL FRANCE SAS,PSA FRANCE,-1,0,0
PSA RETAIL FRANCE SAS,PSA SAS,-1,0,0
PSA RETAIL FRANCE SAS,RETAIL FRANCE,-1,1,6
PSA RETAIL FRANCE SAS,RETAIL SAS,-1,1,1
PSA RETAIL FRANCE SAS,FRANCE SAS,-1,1,7
PSA RETAIL FRANCE SAS,PSA RETAIL FRANCE,-1,1,0
PSA RETAIL FRANCE SAS,PSA RETAIL SAS,-1,1,0
PSA RETAIL FRANCE SAS,PSA FRANCE SAS,-1,0,0
PSA RETAIL FRANCE SAS,RETAIL FRANCE SAS,-1,1,0
PSA RETAIL FRANCE SAS,PSA RETAIL FRANCE SAS,-1,1,0
1492 STUDIO,STUDIO,2,1,93
MICROCHIP TECHNOLOGY SARL,MICROCHIP,1,1,1
MICROCHIP TECHNOLOGY SARL,TECHNOLOGY,7,1,84
MICROCHIP TECHNOLOGY SARL,SARL,6,0,14
MICROCHIP TECHNOLOGY SARL,MICROCHIP TECHNOLOGY,-1,1,1
MICROCHIP TECHNOLOGY SARL,MICROCHIP SARL,-1,0,0
MICROCHIP TECHNOLOGY SARL,TECHNOLOGY SARL,-1,0,0
MICROCHIP TECHNOLOGY SARL,MICROCHIP TECHNOLOGY SARL,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI,1,1,3
MICROSEMI POWER MODULE PRODUCTS,POWER,9,0,115
MICROSEMI POWER MODULE PRODUCTS,MODULE,1,0,101
MICROSEMI POWER MODULE PRODUCTS,PRODUCTS,2,0,40
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI POWER,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI MODULE,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI PRODUCTS,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,POWER MODULE,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,POWER PRODUCTS,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MODULE PRODUCTS,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI POWER MODULE,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI POWER PRODUCTS,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI MODULE PRODUCTS,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,POWER MODULE PRODUCTS,-1,0,0
MICROSEMI POWER MODULE PRODUCTS,MICROSEMI POWER MODULE PRODUCTS,-1,0,0
NAVAL GROUP,NAVAL,1,3,40
NAVAL GROUP,GROUP,123,3,7351
NAVAL GROUP,NAVAL GROUP,-1,3,5
PLASTIC RECYCLING,PLASTIC,2,1,60
PLASTIC RECYCLING,RECYCLING,2,1,12
PLASTIC RECYCLING,PLASTIC RECYCLING,-1,1,3
VEOLIA PROPRETE,VEOLIA,4,1,80
VEOLIA PROPRETE,PROPRETE,3,1,26
VEOLIA PROPRETE,VEOLIA PROPRETE,-1,1,3
LAGARDERE STUDIOS,LAGARDERE,5,1,45
LAGARDERE STUDIOS,STUDIOS,1,1,36
LAGARDERE STUDIOS,LAGARDERE STUDIOS,-1,1,0
V-MOTECH.,MOTECH,1,1,0
TRUSTBK,TRUSTBK,1,0,0
PRIMA SOLUTIONS,PRIMA,2,1,72
PRIMA SOLUTIONS,SOLUTIONS,19,1,1470
PRIMA SOLUTIONS,PRIMA SOLUTIONS,-1,1,1
NEXTEAM GROUP,NEXTEAM,1,1,2
NEXTEAM GROUP,GROUP,123,1,7353
NEXTEAM GROUP,NEXTEAM GROUP,-1,1,2
ENVIRONNEMENT SA,ENVIRONNEMENT,10,1,795
HOLISTICK MEDICAL,HOLISTICK,1,1,0
HOLISTICK MEDICAL,MEDICAL,12,1,310
HOLISTICK MEDICAL,HOLISTICK MEDICAL,-1,1,0
PSA AUTOMOBILES SA,PSA,4,3,113
PSA AUTOMOBILES SA,AUTOMOBILES,5,0,99
PSA AUTOMOBILES SA,PSA AUTOMOBILES,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE,19,1,278
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,PARISIENNE,1,1,84
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,CHAUFFAGE,1,1,28
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,URBAIN,1,1,144
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE PARISIENNE,-1,1,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE CHAUFFAGE,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE URBAIN,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,PARISIENNE CHAUFFAGE,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,PARISIENNE URBAIN,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,CHAUFFAGE URBAIN,-1,1,1
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE PARISIENNE CHAUFFAGE,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE PARISIENNE URBAIN,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE CHAUFFAGE URBAIN,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,PARISIENNE CHAUFFAGE URBAIN,-1,0,0
COMPAGNIE PARISIENNE DE CHAUFFAGE URBAIN,COMPAGNIE PARISIENNE CHAUFFAGE URBAIN,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ALPIQ,1,2,12
ALPIQ ENERGIE FRANCE SAS,ENERGIE,10,2,682
ALPIQ ENERGIE FRANCE SAS,FRANCE,265,1,2877
ALPIQ ENERGIE FRANCE SAS,SAS,96,0,169
ALPIQ ENERGIE FRANCE SAS,ALPIQ ENERGIE,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ALPIQ FRANCE,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ALPIQ SAS,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ENERGIE FRANCE,-1,0,3
ALPIQ ENERGIE FRANCE SAS,ENERGIE SAS,-1,0,0
ALPIQ ENERGIE FRANCE SAS,FRANCE SAS,-1,0,8
ALPIQ ENERGIE FRANCE SAS,ALPIQ ENERGIE FRANCE,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ALPIQ ENERGIE SAS,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ALPIQ FRANCE SAS,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ENERGIE FRANCE SAS,-1,0,0
ALPIQ ENERGIE FRANCE SAS,ALPIQ ENERGIE FRANCE SAS,-1,0,0
EVEN.PRO,EVEN,4,1,2519
EVEN.PRO,PRO,51,1,9409
EVEN.PRO,EVEN PRO,-1,1,1
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE,32,0,4599
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,APPAREILLAGE,1,0,3
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,ELECTRIQUE,1,0,330
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,GARDY,1,1,2
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE APPAREILLAGE,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE ELECTRIQUE,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE GARDY,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,APPAREILLAGE ELECTRIQUE,-1,0,1
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,APPAREILLAGE GARDY,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,ELECTRIQUE GARDY,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE APPAREILLAGE ELECTRIQUE,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE APPAREILLAGE GARDY,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE ELECTRIQUE GARDY,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,APPAREILLAGE ELECTRIQUE GARDY,-1,0,0
SOCIETE D'APPAREILLAGE ELECTRIQUE GARDY,SOCIETE APPAREILLAGE ELECTRIQUE GARDY,-1,0,0
VM CONSTRUCTIONS,VM,2,1,100
VM CONSTRUCTIONS,CONSTRUCTIONS,2,1,25
VM CONSTRUCTIONS,VM CONSTRUCTIONS,-1,1,0
SAFEHEAL,SAFEHEAL,1,1,0
OXATIS,OXATIS,1,9,2
BIM IN MOTION,BIM,1,1,13
BIM IN MOTION,IN,498,1,11269
BIM IN MOTION,MOTION,6,0,263
BIM IN MOTION,BIM IN,-1,0,0
BIM IN MOTION,BIM MOTION,-1,0,0
BIM IN MOTION,IN MOTION,-1,0,2
BIM IN MOTION,BIM IN MOTION,-1,0,0
ARQUUS,ARQUUS,1,0,0
AIRBUS,AIRBUS,4,19,83
BANQUE RHONE-ALPES,BANQUE,19,1,644
BANQUE RHONE-ALPES,RHONE,4,1,54
BANQUE RHONE-ALPES,ALPES,5,1,85
BANQUE RHONE-ALPES,BANQUE RHONE,-1,1,1
BANQUE RHONE-ALPES,BANQUE ALPES,-1,0,0
BANQUE RHONE-ALPES,RHONE ALPES,-1,0,10
BANQUE RHONE-ALPES,BANQUE RHONE ALPES,-1,0,0
RHODIA OPERATIONS,RHODIA,1,0,1
RHODIA OPERATIONS,OPERATIONS,3,0,906
RHODIA OPERATIONS,RHODIA OPERATIONS,-1,0,0
TAKEDA FRANCE SAS,TAKEDA,1,1,2
TAKEDA FRANCE SAS,FRANCE,265,0,2878
TAKEDA FRANCE SAS,SAS,96,0,169
TAKEDA FRANCE SAS,TAKEDA FRANCE,-1,0,0
TAKEDA FRANCE SAS,TAKEDA SAS,-1,0,0
TAKEDA FRANCE SAS,FRANCE SAS,-1,0,8
TAKEDA FRANCE SAS,TAKEDA FRANCE SAS,-1,0,0
SHIRE FRANCE,SHIRE,1,2,10
SHIRE FRANCE,FRANCE,265,0,2878
SHIRE FRANCE,SHIRE FRANCE,-1,0,0
POLYCOM FRANCE,POLYCOM,1,1,0
POLYCOM FRANCE,FRANCE,265,0,2878
POLYCOM FRANCE,POLYCOM FRANCE,-1,0,0
AIGLE AZUR,AIGLE,1,1,4
AIGLE AZUR,AZUR,3,1,53
AIGLE AZUR,AIGLE AZUR,-1,1,4
AIR CARAIBES,AIR,41,1,9329
AIR CARAIBES,CARAIBES,1,1,23
AIR CARAIBES,AIR CARAIBES,-1,1,4
GOODHOPE,GOODHOPE,1,1,2
E. REMY MARTIN & CO,REMY,3,1,38
E. REMY MARTIN & CO,MARTIN,1,1,100
E. REMY MARTIN & CO,CO,263,1,11464
E. REMY MARTIN & CO,REMY MARTIN,-1,1,13
E. REMY MARTIN & CO,REMY CO,-1,1,19
E. REMY MARTIN & CO,MARTIN CO,-1,0,0
E. REMY MARTIN & CO,REMY MARTIN CO,-1,0,0
BNP PARIBAS SECURITIES SERVICES,BNP,12,2,227
BNP PARIBAS SECURITIES SERVICES,PARIBAS,12,2,200
BNP PARIBAS SECURITIES SERVICES,SECURITIES,2,2,62
BNP PARIBAS SECURITIES SERVICES,SERVICES,35,2,1982
BNP PARIBAS SECURITIES SERVICES,BNP PARIBAS,-1,2,197
BNP PARIBAS SECURITIES SERVICES,BNP SECURITIES,-1,0,0
BNP PARIBAS SECURITIES SERVICES,BNP SERVICES,-1,0,0
BNP PARIBAS SECURITIES SERVICES,PARIBAS SECURITIES,-1,1,4
BNP PARIBAS SECURITIES SERVICES,PARIBAS SERVICES,-1,0,0
BNP PARIBAS SECURITIES SERVICES,SECURITIES SERVICES,-1,2,8
BNP PARIBAS SECURITIES SERVICES,BNP PARIBAS SECURITIES,-1,1,4
BNP PARIBAS SECURITIES SERVICES,BNP PARIBAS SERVICES,-1,0,0
BNP PARIBAS SECURITIES SERVICES,BNP SECURITIES SERVICES,-1,0,0
BNP PARIBAS SECURITIES SERVICES,PARIBAS SECURITIES SERVICES,-1,1,4
BNP PARIBAS SECURITIES SERVICES,BNP PARIBAS SECURITIES SERVICES,-1,1,4
EUROFINS EICHROM EUROPE,EUROFINS,5,1,13
EUROFINS EICHROM EUROPE,EICHROM,1,1,0
EUROFINS EICHROM EUROPE,EUROPE,15,0,2130
EUROFINS EICHROM EUROPE,EUROFINS EICHROM,-1,0,0
EUROFINS EICHROM EUROPE,EUROFINS EUROPE,-1,0,0
EUROFINS EICHROM EUROPE,EICHROM EUROPE,-1,0,0
EUROFINS EICHROM EUROPE,EUROFINS EICHROM EUROPE,-1,0,0
ASTUTE MEDICAL FRANCE,ASTUTE,1,1,1
ASTUTE MEDICAL FRANCE,MEDICAL,12,1,310
ASTUTE MEDICAL FRANCE,FRANCE,265,0,2878
ASTUTE MEDICAL FRANCE,ASTUTE MEDICAL,-1,1,1
ASTUTE MEDICAL FRANCE,ASTUTE FRANCE,-1,0,0
ASTUTE MEDICAL FRANCE,MEDICAL FRANCE,-1,0,0
ASTUTE MEDICAL FRANCE,ASTUTE MEDICAL FRANCE,-1,0,0
MARCEL FAVREAU,MARCEL,1,1,25
MARCEL FAVREAU,FAVREAU,1,1,5
MARCEL FAVREAU,MARCEL FAVREAU,-1,1,4
SA CLAUDE COUTHOUIS,CLAUDE,2,0,47
SA CLAUDE COUTHOUIS,COUTHOUIS,1,1,5
SA CLAUDE COUTHOUIS,CLAUDE COUTHOUIS,-1,0,0
PERIDY SA,PERIDY,1,1,5
LE MARAIS,MARAIS,1,1,9
PATRIVIA,PATRIVIA,1,1,0
SOC DES ATELIERS LOUIS VUITTON,SOC,50,1,5368
SOC DES ATELIERS LOUIS VUITTON,ATELIERS,2,0,28
SOC DES ATELIERS LOUIS VUITTON,LOUIS,2,1,140
SOC DES ATELIERS LOUIS VUITTON,VUITTON,2,1,20
SOC DES ATELIERS LOUIS VUITTON,SOC ATELIERS,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,SOC LOUIS,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,SOC VUITTON,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,ATELIERS LOUIS,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,ATELIERS VUITTON,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,LOUIS VUITTON,-1,1,20
SOC DES ATELIERS LOUIS VUITTON,SOC ATELIERS LOUIS,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,SOC ATELIERS VUITTON,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,SOC LOUIS VUITTON,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,ATELIERS LOUIS VUITTON,-1,0,0
SOC DES ATELIERS LOUIS VUITTON,SOC ATELIERS LOUIS VUITTON,-1,0,0
VDM METALS FRANCE,VDM,1,1,1
VDM METALS FRANCE,METALS,1,1,3
VDM METALS FRANCE,FRANCE,265,0,2878
VDM METALS FRANCE,VDM METALS,-1,1,1
VDM METALS FRANCE,VDM FRANCE,-1,0,0
VDM METALS FRANCE,METALS FRANCE,-1,0,1
VDM METALS FRANCE,VDM METALS FRANCE,-1,0,0
NORMA CAPITAL,NORMA,1,1,216
NORMA CAPITAL,CAPITAL,32,1,2250
NORMA CAPITAL,NORMA CAPITAL,-1,1,0
LABORATOIRES PROTEC,LABORATOIRES,3,1,84
LABORATOIRES PROTEC,PROTEC,4,1,235
LABORATOIRES PROTEC,LABORATOIRES PROTEC,-1,0,0
FINANCIERE DES PAIEMENTS ELECTRONIQUES,FINANCIERE,17,0,1619
FINANCIERE DES PAIEMENTS ELECTRONIQUES,PAIEMENTS,1,0,141
FINANCIERE DES PAIEMENTS ELECTRONIQUES,ELECTRONIQUES,2,0,113
FINANCIERE DES PAIEMENTS ELECTRONIQUES,FINANCIERE PAIEMENTS,-1,0,0
FINANCIERE DES PAIEMENTS ELECTRONIQUES,FINANCIERE ELECTRONIQUES,-1,0,0
FINANCIERE DES PAIEMENTS ELECTRONIQUES,PAIEMENTS ELECTRONIQUES,-1,0,2
FINANCIERE DES PAIEMENTS ELECTRONIQUES,FINANCIERE PAIEMENTS ELECTRONIQUES,-1,0,0
NAF NAF,NAF,3,1,45
NAF NAF,NAF,3,1,45
NAF NAF,NAF NAF,-1,1,11
EOVE,EOVE,1,1,2
VLC HOLDING,VLC,1,1,6
VLC HOLDING,HOLDING,39,1,271
VLC HOLDING,VLC HOLDING,-1,1,1
PARTS HOLDING EUROPE,PARTS,1,0,378
PARTS HOLDING EUROPE,HOLDING,39,0,272
PARTS HOLDING EUROPE,EUROPE,15,1,2129
PARTS HOLDING EUROPE,PARTS HOLDING,-1,0,0
PARTS HOLDING EUROPE,PARTS EUROPE,-1,0,0
PARTS HOLDING EUROPE,HOLDING EUROPE,-1,0,0
PARTS HOLDING EUROPE,PARTS HOLDING EUROPE,-1,0,0
LIMFLOW,LIMFLOW,1,1,0
DON'T NOD ENTERTAINMENT,DON,2,7,4260
DON'T NOD ENTERTAINMENT,NOD,2,7,50
DON'T NOD ENTERTAINMENT,ENTERTAINMENT,4,5,34
DON'T NOD ENTERTAINMENT,DON NOD,-1,0,0
DON'T NOD ENTERTAINMENT,DON ENTERTAINMENT,-1,0,0
DON'T NOD ENTERTAINMENT,NOD ENTERTAINMENT,-1,5,1
DON'T NOD ENTERTAINMENT,DON NOD ENTERTAINMENT,-1,0,0
ENENSYS TECHNOLOGIES,ENENSYS,1,5,0
ENENSYS TECHNOLOGIES,TECHNOLOGIES,25,4,770
ENENSYS TECHNOLOGIES,ENENSYS TECHNOLOGIES,-1,4,0
EUROPEAN CARGO SERVICES,EUROPEAN,1,0,40
EUROPEAN CARGO SERVICES,CARGO,1,1,12
EUROPEAN CARGO SERVICES,SERVICES,35,1,1983
EUROPEAN CARGO SERVICES,EUROPEAN CARGO,-1,0,0
EUROPEAN CARGO SERVICES,EUROPEAN SERVICES,-1,0,0
EUROPEAN CARGO SERVICES,CARGO SERVICES,-1,0,0
EUROPEAN CARGO SERVICES,EUROPEAN CARGO SERVICES,-1,0,0
LFPI GESTION,LFPI,1,1,2
LFPI GESTION,GESTION,24,0,1486
LFPI GESTION,LFPI GESTION,-1,0,0
SC DLPK,SC,52,0,3705
SC DLPK,DLPK,1,1,1
SC DLPK,SC DLPK,-1,0,0
SCHLUMBERGER SA,SCHLUMBERGER,1,1,7
TERREIS,TERREIS,1,3,0
COOPERATIVE U ENSEIGNE,COOPERATIVE,1,0,20
COOPERATIVE U ENSEIGNE,ENSEIGNE,1,1,260
COOPERATIVE U ENSEIGNE,COOPERATIVE ENSEIGNE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP,12,2,227
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS,12,2,200
BNP PARIBAS ASSET MANAGEMENT FRANCE,ASSET,25,2,219
BNP PARIBAS ASSET MANAGEMENT FRANCE,MANAGEMENT,39,2,1178
BNP PARIBAS ASSET MANAGEMENT FRANCE,FRANCE,265,0,2878
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS,-1,2,197
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP ASSET,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP MANAGEMENT,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS ASSET,-1,2,17
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS MANAGEMENT,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,ASSET MANAGEMENT,-1,2,181
BNP PARIBAS ASSET MANAGEMENT FRANCE,ASSET FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,MANAGEMENT FRANCE,-1,0,2
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS ASSET,-1,2,17
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS MANAGEMENT,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP ASSET MANAGEMENT,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP ASSET FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP MANAGEMENT FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS ASSET MANAGEMENT,-1,2,17
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS ASSET FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS MANAGEMENT FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,ASSET MANAGEMENT FRANCE,-1,0,2
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS ASSET MANAGEMENT,-1,2,17
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS ASSET FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS MANAGEMENT FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP ASSET MANAGEMENT FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,PARIBAS ASSET MANAGEMENT FRANCE,-1,0,0
BNP PARIBAS ASSET MANAGEMENT FRANCE,BNP PARIBAS ASSET MANAGEMENT FRANCE,-1,0,0
PIXIEL,PIXIEL,1,2,8
AXEL SPRINGER FRANCE,AXEL,2,1,20
AXEL SPRINGER FRANCE,SPRINGER,1,1,8
AXEL SPRINGER FRANCE,FRANCE,265,0,2878
AXEL SPRINGER FRANCE,AXEL SPRINGER,-1,1,8
AXEL SPRINGER FRANCE,AXEL FRANCE,-1,0,0
AXEL SPRINGER FRANCE,SPRINGER FRANCE,-1,0,0
AXEL SPRINGER FRANCE,AXEL SPRINGER FRANCE,-1,0,0
MRM,MRM,1,4,2
INTERNATIONAL FLAVORS & FRAGRANCES IFF (FRANCE),INTERNATIONAL,35,1,1741
INTERNATIONAL FLAVORS & FRAGRANCES IFF (FRANCE),FLAVORS,1,1,1
INTERNATIONAL FLAVORS & FRAGRANCES IFF (FRANCE),FRAGRANCES,1,1,6
INTERNATIONAL FLAVORS & FRAGRANCES IFF (FRANCE),IFF,16,1,6190
