,name,ngram,score_1,score_2,score_3,pertinence
0,IPSEN,IPSEN,1.0,0.16216216216216217,0.05551436200888811,0.39218395348285867
1,PEPTIMIMESIS,PEPTIMIMESIS,1.0,0.009009009009009009,0.4999781916517643,0.40450014283485736
2,MERSEN,MERSEN,1.0,0.1981981981981982,0.24996728747764646,0.4490925565946284
3,BANQUE PALATINE,BANQUE,0.5263157894736842,0.036036036036036036,0.0007364485271607838,0.17606004456555543
4,BANQUE PALATINE,PALATINE,0.75,0.036036036036036036,0.24996728747764646,0.2930114755135473
5,BANQUE PALATINE,BANQUE PALATINE,0.0,0.036036036036036036,0.24996728747764646,0.06801147551354732
6,SPIE OPERATIONS,SPIE,0.5555555555555556,0.5315315315315315,0.009956819470493304,0.4344237963265311
7,SPIE OPERATIONS,OPERATIONS,0.6666666666666666,0.07207207207207207,0.0005132004620455571,0.23613867612844514
8,SPIE OPERATIONS,SPIE OPERATIONS,0.0,0.0,1.0,0.2
9,ENGIE,ENGIE,0.5714285714285714,1.0,0.006713434767693939,0.6727712583821102
10,VALEO,VALEO,1.0,0.2072072072072072,0.062459109347058055,0.4160954254730152
11,MSD VACCINS,MSD,0.75,0.009009009009009009,0.12496183539058753,0.254496871582622
12,MSD VACCINS,VACCINS,1.0,0.009009009009009009,0.017814305030251297,0.30806736551055475
13,MSD VACCINS,MSD VACCINS,0.0,0.009009009009009009,1.0,0.20450450450450453
14,IDI,IDI,0.5833333333333334,0.05405405405405406,0.0005022586401533021,0.2021274787550577
15,GROUPE WINNCARE,GROUPE,0.5086206896551724,0.009009009009009009,2.653226654040834e-05,0.15709601785436428
16,GROUPE WINNCARE,WINNCARE,1.0,0.009009009009009009,0.4999781916517643,0.40450014283485736
17,GROUPE WINNCARE,GROUPE WINNCARE,0.0,0.009009009009009009,0.4999781916517643,0.10450014283485737
18,HAULOTTE GROUP,HAULOTTE,1.0,0.09009009009009009,1.0,0.545045045045045
19,HAULOTTE GROUP,GROUP,0.5040650406504065,0.09009009009009009,2.4469061745943115e-05,0.1962694510525162
