,name,ngram,score_1,score_2,score_3,pertinence
0,IPSEN,IPSEN,1.0,0.16216216216216217,0.05551436200888811,0.2550762696224379
1,PEPTIMIMESIS,PEPTIMIMESIS,1.0,0.009009009009009009,0.4999781916517643,0.5508856350571358
2,MERSEN,MERSEN,1.0,0.1981981981981982,0.24996728747764646,0.3947969210541723
3,BANQUE PALATINE,BANQUE,0.5263157894736842,0.036036036036036036,0.0007364485271607838,0.10938227546735299
4,BANQUE PALATINE,PALATINE,0.75,0.036036036036036036,0.24996728747764646,0.3285807048379561
5,BANQUE PALATINE,BANQUE PALATINE,0.0,0.036036036036036036,0.24996728747764646,0.1785807048379561
6,SPIE OPERATIONS,SPIE,0.5555555555555556,0.5315315315315315,0.009956819470493304,0.17123403789360958
7,SPIE OPERATIONS,OPERATIONS,0.6666666666666666,0.07207207207207207,0.0005132004620455571,0.14089978086397245
8,SPIE OPERATIONS,SPIE OPERATIONS,0.0,0.0,1.0,0.7
9,ENGIE,ENGIE,0.5714285714285714,1.0,0.006713434767693939,0.21898511862310005
10,VALEO,VALEO,1.0,0.2072072072072072,0.062459109347058055,0.26444209726366136
11,MSD VACCINS,MSD,0.75,0.009009009009009009,0.12496183539058753,0.23837418567431218
12,MSD VACCINS,VACCINS,1.0,0.009009009009009009,0.017814305030251297,0.2133709144220768
13,MSD VACCINS,MSD VACCINS,0.0,0.009009009009009009,1.0,0.7009009009009008
14,IDI,IDI,0.5833333333333334,0.05405405405405406,0.0005022586401533021,0.1224236531201794
15,GROUPE WINNCARE,GROUPE,0.5086206896551724,0.009009009009009009,2.653226654040834e-05,0.10264361141851366
16,GROUPE WINNCARE,WINNCARE,1.0,0.009009009009009009,0.4999781916517643,0.5508856350571358
17,GROUPE WINNCARE,GROUPE WINNCARE,0.0,0.009009009009009009,0.4999781916517643,0.3508856350571359
18,HAULOTTE GROUP,HAULOTTE,1.0,0.09009009009009009,1.0,0.9090090090090089
19,HAULOTTE GROUP,GROUP,0.5040650406504065,0.09009009009009009,2.4469061745943115e-05,0.10983914548231248
20,HAULOTTE GROUP,HAULOTTE GROUP,0.0,0.09009009009009009,1.0,0.709009009009009
21,GL EVENTS,GL,0.5416666666666666,0.18018018018018017,0.00016933978067860597,0.1264698891978264
